postcode,postcode_space,postcode area,Average_download_speed_Mbit_s,Maximum_download_speed_Mbit_s,Minimum_download_speed_Mbit_s,Average_upload_speed_Mbit_s,Maximum_upload_speed_Mbit_s,Minimum_upload_speed_Mbit_s,Average_data_usage_GB,All Premises,All Matched Premises,lsoa_area,county
PL267PL,PL26 7PL,PL,3.711130063048756,4.394449154672439,1.791759469228055,2.3513752571634776,3.044522437723423,0.5877866649021191,5.5093883366279774,3.713572066704308,3.713572066704308,Cornwall 030C,Cornwall
PL267PN,PL26 7PN,PL,3.6938669956249757,4.394449154672439,0.47000362924573563,2.3513752571634776,3.044522437723423,0.3364722366212129,6.061456918928017,4.553876891600541,4.553876891600541,Cornwall 030D,Cornwall
PL267PP,PL26 7PP,PL,4.02535169073515,4.394449154672439,2.3702437414678603,2.6100697927420065,3.044522437723423,0.6931471805599453,4.897839799950911,2.0794415416798357,2.0794415416798357,Cornwall 030C,Cornwall
PL267PQ,PL26 7PQ,PL,4.23410650459726,4.393213824064446,2.451005098112319,2.91235066461494,3.044522437723423,0.7419373447293773,5.003946305945459,3.2188758248682006,3.2188758248682006,Cornwall 030D,Cornwall
PL267PR,PL26 7PR,PL,4.2612704335380815,4.393213824064446,3.713572066704308,2.89591193827178,3.044522437723423,2.3978952727983707,4.787491742782046,2.0794415416798357,2.0794415416798357,Cornwall 030C,Cornwall
PL267PS,PL26 7PS,PL,3.624340932976365,4.394449154672439,1.9740810260220096,2.2300144001592104,3.044522437723423,0.26236426446749106,5.351858133476067,2.1972245773362196,2.1972245773362196,Cornwall 030D,Cornwall
PL267PT,PL26 7PT,PL,1.791759469228055,2.0918640616783932,0.1823215567939546,0.5877866649021191,0.7419373447293773,0.1823215567939546,5.10594547390058,4.290459441148391,4.290459441148391,Cornwall 030A,Cornwall
PL267PW,PL26 7PW,PL,4.039536325727106,4.394449154672439,1.8870696490323797,2.6461747973841225,3.044522437723423,0.5306282510621704,4.997212273764115,3.1780538303479458,3.1780538303479458,Cornwall 030D,Cornwall
PL267PX,PL26 7PX,PL,3.9160150266976834,4.393213824064446,2.2082744135228043,2.5649493574615367,3.044522437723423,0.7419373447293773,5.4680601411351315,3.258096538021482,3.258096538021482,Cornwall 030D,Cornwall
PL267PY,PL26 7PY,PL,4.039536325727106,4.394449154672439,1.916922612182061,2.631888840136646,3.044522437723423,0.6931471805599453,5.402677381872279,2.3978952727983707,2.3978952727983707,Cornwall 030D,Cornwall
